id,split,P,A_true,phi_true,A_fit,phi_fit,sigma_A,sigma_phi,corr_A_phi
00049,train,28.6043650384,0.0682183005177,2.3036277928,0.0698407519976,2.31249802794,0.00113612531281,0.0137160980396,0.0749271715309
00050,train,3.17967463806,0.0760566472567,5.68854571112,0.0765215501834,5.68086010395,0.000644013723521,0.00897025953358,0.0494482635098
00051,train,8.50101149538,0.142194233404,4.73093278932,0.140771542369,4.73541905613,0.00108741966565,0.00775869807345,-0.0291636018746
00052,train,7.52222570844,0.390436227379,2.07713776686,0.389853875265,2.0785953583,0.00104202928775,0.00255341189936,0.0403802929738
00053,train,19.9134715839,0.229828742568,4.7096601948,0.231577599175,4.71217161915,0.00113283562679,0.00498843123538,0.0534185508052
00054,train,17.9264366803,0.303707207744,2.13398488842,0.303055297858,2.13732402375,0.000897269904647,0.00300154994528,-0.0155929681562
00055,train,72.8057334897,0.19718839762,0.533796185012,0.195710740281,0.538685787148,0.00115238161202,0.00557503540286,0.0571658036551
00056,train,21.974621137,0.258376654266,5.17821501811,0.258092102564,5.17731899342,0.000903726742206,0.00351472669284,-0.0352531519044
00057,train,9.85607576365,0.678597141781,2.47897844689,0.679223099593,2.47946778895,0.000479741365031,0.000733741956574,0.0167921010166
00058,train,90.7924138842,0.368329315609,6.22450301974,0.3681692757,6.22440157668,0.000655054157012,0.00174718869606,0.00517149240678
00059,train,9.27591393446,0.760791209461,5.702197109,0.76111471469,5.70197271402,0.000711954526119,0.000904372961043,-0.0195944227783
00060,train,6.55780442127,0.214146280558,3.64308041968,0.213139267825,3.6439772407,0.000992923216957,0.00469393613585,0.0076642269253
00061,train,16.0687118962,0.353774953005,5.09540143865,0.353661492149,5.09416188624,0.000535589557244,0.00152909058956,-0.00165239564782
00062,train,8.47946107803,0.271009733208,1.02123307932,0.270235278655,1.01967303148,0.00109386945274,0.00401874313218,-0.0361316562205
00063,train,31.2798011084,0.378586373963,6.23114480016,0.379111818222,6.23251101631,0.00195355495108,0.00356122909352,-0.0835926225553
00064,train,24.8560585883,0.0613401400471,3.33886357297,0.0609744418155,3.32950902323,0.000865464607216,0.0161009534714,-0.0193571065556
00065,train,31.7112612482,0.772941366234,4.74027409515,0.770033678927,4.73809841969,0.00127584858323,0.00188772672431,0.0754362890181
00066,train,58.1810093085,0.132972066163,4.44992340699,0.134474468402,4.45392351978,0.00108172005317,0.00938668334686,-0.113784359464
00067,train,20.1827143188,0.311041527931,5.3045374185,0.30971765862,5.30526511198,0.00100967968027,0.00318117542621,-0.0188074308336
00068,train,9.84989684767,0.81015432317,4.79343613254,0.81012832337,4.79251213944,0.00114393919127,0.00143692302045,-0.00311753563879
00069,train,65.7451257946,0.305384571595,0.445490777448,0.305378169004,0.44903597945,0.00114344405103,0.00352810792889,-0.0108066456586
00070,train,24.9133412651,0.0905360685964,5.90480048985,0.0891385330522,5.90777393432,0.00089748085535,0.00983812131607,0.0250057507475
00071,train,31.7572673762,0.155985402133,3.09626527106,0.154480609544,3.08750892175,0.00110318916234,0.00768925521258,-0.0838984228143
00072,train,2.79089764062,0.559223484682,5.20465676139,0.55856008037,5.20350369373,0.000982997619568,0.00179254035737,-0.0100052286172
00073,train,77.0407957124,0.0778725744805,4.25319714743,0.0767153761249,4.26482950961,0.00118939606862,0.0143599919173,-0.0745929440294
00074,train,32.2311713619,0.54025576313,5.43028149064,0.539805134185,5.42915496516,0.000776158529657,0.00131682515805,0.0258251557374
00075,train,22.1540672312,0.173339995543,0.469130050808,0.172172178431,0.467501855188,0.00117628035796,0.0072925386882,-0.0325586964564
00076,train,5.47029108613,0.0900651379504,6.22093346649,0.0900279210097,6.19850983153,0.00128167622331,0.0145480994995,0.0276039254747
00077,train,37.0237500017,0.224853250277,0.832524708188,0.225561987538,0.830652114937,0.000865578668339,0.00404979080919,0.0135161657178
00078,train,27.6233163669,0.0579940060873,5.74275704085,0.057474440672,5.72315053142,0.000729084138477,0.0126784580722,-0.0387325645683
00079,train,9.48779099995,0.444074357749,1.81211444313,0.443292314853,1.81495437762,0.00108369508522,0.00237176721419,-0.0401048230377
00080,train,44.1565909004,0.100839887556,0.0549471515273,0.102572600174,0.0418599245662,0.000971128645578,0.00870827857901,0.0180244820298
00081,train,21.4783037224,0.110928372282,3.41945709461,0.112025760067,3.41672650193,0.0014828381704,0.0122019641335,0.0897160780587
00082,train,60.791837211,0.247574155123,3.72948032164,0.245976452027,3.7303344611,0.00138026013377,0.00551910522871,0.0773615345205
00083,train,4.92671412307,0.120246784884,5.26698566807,0.121691706307,5.25978558835,0.00105075831673,0.00896084741633,0.0172617168323
00084,train,34.5808709504,0.342863023896,2.87058579165,0.343692500482,2.87358693702,0.000726990066574,0.00209425209378,-0.0452898777835
00085,train,63.486876091,0.906274403074,3.41527717933,0.908354497932,3.41538890209,0.000988470989398,0.00112297165232,0.0380933018766
00086,train,6.03777624697,0.188921718657,5.23996816653,0.190596359825,5.23902168585,0.00114688908055,0.00603812764098,0.0480957231227
00087,train,9.22250840914,0.46135721481,5.1114955893,0.461767108458,5.11482894006,0.00097596849201,0.00211225084846,-0.0205883023193
00088,train,17.6695514807,0.479663450548,3.68953273887,0.478836217676,3.69185708273,0.00107291545553,0.00236499124039,-0.0332748837677
00089,train,16.6699527293,0.437709732542,5.04857699895,0.438670588295,5.0474025551,0.000854649320631,0.00192801825642,0.0244070849985
00090,train,24.4553742417,0.423913310532,3.32428106049,0.42415590443,3.32223095464,0.000812578765289,0.00193747692539,0.0224562891799
00091,train,54.2179827578,0.0731570442056,4.92862800291,0.0726038993206,4.93905497849,0.00103214635427,0.0154443955855,0.238515618843
00092,train,3.57237854352,0.265814909964,5.07500231006,0.265586627794,5.07320953468,0.00132232489745,0.00498773848785,-0.0121777334679
00093,train,6.03654785523,0.405268202097,2.106801852,0.405290381471,2.10472789404,0.00091758312791,0.00234956577983,0.0346525531437
00094,train,34.4992350005,0.144812431322,3.44349076734,0.145578590838,3.46039330255,0.00112264672538,0.00794349232414,-0.00679306036014
00095,train,23.3363180533,0.378558810818,4.23986170931,0.376717647559,4.23582303485,0.0010865862668,0.00285777045499,0.082734477017
00096,train,8.12581895489,0.187706822011,3.29785857181,0.187998113625,3.29607866633,0.000838771540929,0.00468068645039,0.00137412922313
00097,train,50.0629112261,0.200266056132,0.477877531218,0.200409756455,0.477934215306,0.000668872336087,0.00345773805091,-0.0752133520793
00098,train,23.5244343435,0.136765531656,2.37350693293,0.136536788169,2.37603465425,0.00115445694682,0.00783199076524,0.00774651402498
00099,train,6.63441945385,0.0803034262944,4.15776257756,0.0810364955673,4.16434379188,0.00138822337314,0.017558239934,0.105092996264
00100,train,3.61198622823,0.0590777930776,4.27034041756,0.0604479856153,4.24904266841,0.00110958321901,0.0195245137169,0.0133540655297
00101,train,8.2356600554,0.125773863956,3.72192382593,0.125351464964,3.72184677324,0.00131036112474,0.0101298618846,0.0382721441215
00102,train,34.917781135,0.74678114262,1.04466415358,0.745701536803,1.044912938,0.00105702509108,0.00148069724255,0.00135320048675
00103,train,2.58298024809,0.298650995882,5.7897965132,0.299119323811,5.78610318724,0.00125149196837,0.004214793102,-0.0548188552064
00104,train,76.1152587998,0.310306961847,0.980704928798,0.313319785432,0.978728390618,0.00134689782959,0.00380795429721,-0.07391867159
00105,train,23.7324683729,0.30792049971,2.62326025053,0.309487474248,2.62020794652,0.00112040543991,0.00347834970896,-0.047220519283
00106,train,17.2180872462,0.565890491925,2.73361632503,0.566958056658,2.73091169107,0.00134290132399,0.00232494864595,-0.0136678531134
00107,train,31.3506008469,0.219327253027,1.55628885297,0.218461476246,1.55533648932,0.000743985309057,0.00350857169045,-0.0381425201377
00108,train,4.474571039,0.0817005376417,2.58142297757,0.0816569009045,2.57510033977,0.000891908077157,0.010459041471,-0.00940696713916
00109,train,5.89538004072,0.884291351125,5.78993525394,0.882962693983,5.78979524072,0.00120344930078,0.00128206275141,-0.0610407484282
00110,train,25.3696535315,0.0927539682165,5.76784259103,0.0940247672127,5.77255628071,0.00091631383634,0.00981868582204,-0.00479566710811
00111,train,19.0054687668,0.517189680412,4.51259916576,0.516533228067,4.51429420813,0.00103464742105,0.00210263595027,0.0300207911189
00112,train,3.2463084664,0.103977940921,4.06182469385,0.104641593779,4.0538495061,0.000954715964743,0.00924931673453,-0.0275796705777
00113,train,10.1449358894,0.521490350195,1.49220273558,0.520179174374,1.48916022782,0.00112858159063,0.00218643187829,0.0803506626714
00114,train,53.88804332,0.133279821564,5.13628068316,0.133774731778,5.15518838483,0.00111342652127,0.00827389412227,0.105517142557
00115,train,13.243172741,0.36051932907,0.403652677434,0.359274211828,0.407340641172,0.00110215061079,0.00305143771407,-0.0262735773051
00116,train,47.7616378515,0.224321400984,0.897260657634,0.224047470861,0.902862623518,0.00118947852975,0.00508224157594,0.00164308404822
00117,train,12.1352629117,0.242834780182,5.81650008229,0.24171668309,5.81360226631,0.0011768697283,0.00484346555708,-0.0237525917088
00118,train,15.1543248043,0.551283234778,3.77674403384,0.551213589778,3.77861159822,0.00127659077637,0.00237627509296,0.0116594618301
00119,train,61.4640802448,0.517537178629,2.70779230843,0.518622976331,2.70724433754,0.000592773964378,0.00110529227405,0.049119163149
00120,train,6.9912049806,0.128649284952,0.414247738235,0.130981016774,0.425476485352,0.00130691787125,0.0100732628852,-0.0723250058496
00121,train,5.84615719388,0.105658159778,0.419818973822,0.105689431406,0.421375860596,0.00138686949663,0.012585913613,-0.0549477173144
00122,train,50.6877955549,0.601847398261,3.52730990722,0.602643324741,3.52548425042,0.00115867990084,0.00183245877567,-0.118555836001
00123,train,92.55168312,0.949805825031,1.26344952968,0.950022375926,1.26420752126,0.00073550568244,0.00078785926085,-0.0555243884913
00124,train,4.28670601693,0.0943766323436,4.55130094647,0.093938606101,4.54113862468,0.000685869855088,0.00772186523213,-0.0297327943045
00125,train,30.6682055509,0.236303967465,2.17576364595,0.236832463424,2.17415847965,0.000808541646452,0.00355861720428,0.0259366191717
00126,train,26.6115153523,0.624570167367,0.1042179571,0.624196489767,0.1033083636,0.00115714750123,0.001903352176,-0.0638067378378
00127,train,50.8484823449,0.101517682257,4.79562447872,0.102943520942,4.80270420109,0.00124738381903,0.0128419898613,0.107599307209
00128,train,11.8732475239,0.176864604556,5.92532136722,0.179006286194,5.92956408707,0.00100412172494,0.00555848017502,-0.0135933050569
00129,train,16.9303695635,0.482961099093,4.84864285659,0.482274731442,4.84851321854,0.00111428384542,0.00254937226156,0.037443223009
00130,train,14.9508381347,0.20368958397,0.107227682951,0.202507417885,0.101582259267,0.00095615942333,0.00447745380472,0.0095822642637
00131,train,32.8477631899,0.0723664278002,6.09148524545,0.0723177232037,6.09005501533,0.000745745338678,0.0107096959627,0.027909107381
00132,train,58.8618376409,0.104127489471,2.63366961287,0.102936539093,2.6315777418,0.0010445755672,0.00944857731836,0.039957883612
00133,train,12.2724277818,0.0698336709421,2.59255847688,0.0702992922986,2.57873517698,0.00134225706714,0.0178365661436,0.020904141606
00134,train,23.6875197596,0.769444748183,4.52983259745,0.767759841318,4.53032777138,0.000949996080334,0.00130516420898,0.0268956696177
00135,train,39.4330933752,0.0994589397527,0.397533148792,0.1000025819,0.392423132739,0.000923483445025,0.00891205454885,-0.0876123446019
00136,train,2.82395968234,0.111673707868,3.15289214055,0.111447371173,3.1542265465,0.00108382755606,0.00812611807022,0.150104042851
00137,train,16.3098651714,0.550235889594,4.58675313184,0.550094088566,4.5868543376,0.00091702524726,0.00164678242844,0.0489577119921
00138,train,72.7286906622,0.171562548588,3.02364999923,0.173026915599,3.03114485506,0.00132151858854,0.00772608546101,-0.0362289560031
00139,train,64.9647969626,0.0997969493439,3.91220881345,0.09888489835,3.92364895341,0.00122557712408,0.0107714998019,0.00141714730088
00140,train,3.13994852218,0.120853033681,2.80002733181,0.122284000625,2.79328859871,0.000958734604065,0.00790991368588,-0.0987826335198
00141,train,6.60449549928,0.174606596263,4.65929246521,0.174399913928,4.66009296073,0.00111944054417,0.00618959220382,0.0543501905254
00142,train,67.5773693607,0.765476794763,5.24017259057,0.764299946635,5.23906880905,0.000609696531565,0.000859376056155,0.019757861424
00143,train,84.6075386383,0.297001740735,5.73515415427,0.296283408954,5.72718455619,0.00139482674554,0.00439817901448,-0.0537542605762
00144,train,27.753241618,0.329032899127,3.80825933236,0.328919709838,3.80816938086,0.0010446928562,0.00357646257027,-0.00127384523986
00145,train,11.9804398735,0.183905598677,2.13033925487,0.183042695696,2.1330502502,0.00137714880519,0.00758438944281,0.0846396003464
00146,train,61.7709649854,0.874047007984,0.502464930472,0.875318942867,0.504691418307,0.0011876070481,0.00151049301304,-0.0814012715172
00147,train,37.4941904912,0.275654467638,2.10743002161,0.27715668796,2.10964625482,0.0012910728566,0.00468465764035,-0.0101358361784
00148,train,34.0713109744,0.0560305213253,5.0349950649,0.0569547936941,5.03803917402,0.000924218890507,0.0153622126528,0.0498404997973
00149,train,17.2956248872,0.168653009882,3.49005056001,0.169179046897,3.47706501681,0.00139795076149,0.00806887603815,-0.0407648371617
00150,train,8.48328091213,0.290741097886,6.11753530287,0.289940306872,6.12063775548,0.00083853099151,0.0030732194952,0.00973800594139
00151,train,28.0428529231,0.0675109641769,0.564107452429,0.0672125148961,0.545865396564,0.000934081288195,0.0142094861586,-0.0586651760557
00152,train,3.97049880974,0.648840189664,0.455315984663,0.649331353927,0.45611470086,0.000922100158618,0.00139051264288,0.0198354612062
00153,train,86.7913464629,0.608185867759,3.02803061879,0.607559138053,3.02642380116,0.000919392289958,0.00165012915999,0.0835883524038
00154,train,3.16264183896,0.30417925334,4.90261554719,0.304847477822,4.89635861521,0.000971151025563,0.00293891654735,-0.037467116142
00155,train,9.19158332415,0.295163140114,1.35903114545,0.295160196276,1.35512544139,0.00104847302101,0.00338846715946,0.0340088954228
00156,train,33.1800898594,0.0855036566623,3.60276749174,0.0851824342088,3.60791405109,0.00052197688852,0.00591322264029,-0.033467548189
00157,train,15.9434345749,0.375959734951,3.64145162311,0.375964334954,3.63870161193,0.000958809036261,0.00274261072716,-0.0470982879849
00158,train,7.85719304318,0.82930470623,0.202876808042,0.829062936719,0.203216757509,0.000670931749053,0.000797927802755,-0.0224653689526
00159,train,26.8803270367,0.667861957782,2.15343332998,0.669047259586,2.15105375703,0.00107220068832,0.0015935146132,0.0352424068394
00160,train,3.4572736053,0.502904150166,5.87915266433,0.502239744122,5.87750409534,0.00108683423681,0.0022665398953,0.0693104507865
00161,train,2.66003016036,0.0643316893006,5.29267813154,0.0662479232345,5.27497217105,0.00113950816814,0.0173736189777,-0.0618361790447
00162,train,23.8027335522,0.31941049095,3.95856179767,0.319407490767,3.95748288479,0.000904381682474,0.00271975845277,-0.0354803782945
00163,train,23.6971881021,0.0527781333578,2.86332574333,0.0526868014095,2.86038870603,0.00123009777718,0.0235689469979,-0.0945196662826
00164,train,3.34218675685,0.348064649514,2.21657014269,0.348941224616,2.21769736498,0.000723339917165,0.00203754732488,-0.0145332896898
00165,train,32.515945836,0.054905170448,0.839754789992,0.0535354539821,0.814542822963,0.000825360661471,0.0149617906522,0.00999303444743
00166,train,33.7401736874,0.0729137695397,0.387798388817,0.0711956664858,0.387761075002,0.000930421171895,0.0127401465447,0.0238593357908
00167,train,4.48663296144,0.318958950606,3.52001115565,0.317597696737,3.52698864544,0.00127388543994,0.0041199236318,-0.0365581083472
00168,train,22.7185496372,0.225719547658,5.95843316441,0.224628553787,5.96057030978,0.000957899718696,0.00418753809293,-0.031948452116
00169,train,30.0592189933,0.616982833056,2.64191792912,0.618784635562,2.6421703072,0.000934283103529,0.00149757152846,0.0330839192549
00170,train,5.07576736092,0.0822009506249,5.39666666841,0.0816871659772,5.38902504354,0.00108671799789,0.0130562454483,-0.0409889165707
00171,train,34.1356571316,0.0835109236261,2.71771177503,0.0850950487958,2.71798768774,0.00124261399531,0.0158196669654,-0.0411019201694
00172,train,28.0270068834,0.155782592161,4.18609329273,0.156194008344,4.18647179061,0.00134081072088,0.00837482076513,-0.0440702285994
00173,train,10.3672472182,0.275753852259,1.63204138717,0.275998663281,1.63329312823,0.000830164041628,0.00301026706823,0.000773038830374
00174,train,4.0598912576,0.980227273963,4.16664993616,0.980087575363,4.16772706234,0.00124980182909,0.00131349357125,0.0846015909849
00175,train,24.3131656684,0.105384241198,1.05359229717,0.104244755129,1.04524652425,0.00112355306995,0.0104592141478,-0.0185581759458
00176,train,25.789767626,0.898807057545,2.86171657889,0.897825308005,2.86158131847,0.00090827301238,0.000999271063668,-0.0545548435613
00177,train,11.7505999911,0.670528811957,5.70060977402,0.668619575452,5.70128238728,0.00123295862557,0.00180274813304,-0.0484749361843
00178,train,16.2181400556,0.0902892470338,1.92597449447,0.0909170162895,1.92108256213,0.00105910345509,0.0117670470845,0.0127700008229
00179,train,52.4435369729,0.924339537405,4.09781034867,0.923666155013,4.09733086238,0.00127313037332,0.00129943221841,0.0275745397555
00180,train,8.02700603356,0.799419236049,5.70642086085,0.79909874923,5.70779729715,0.00062282476358,0.000812062762469,-0.0211206085255
00181,train,6.83937372671,0.827687043393,4.08102965478,0.827032300964,4.08130211059,0.00101718837414,0.00125358533367,0.0075622174673
00182,train,85.5443004998,0.331796040191,2.10183990843,0.331192070393,2.10219145025,0.000500630493032,0.00146773840109,0.0862192784426
00183,train,45.9570323317,0.908609904237,0.595586504233,0.910636234747,0.5957937991,0.00104882063542,0.00122391713168,-0.0940989326606
00184,train,9.59521309461,0.121532901283,5.1751028973,0.122671459517,5.17465908648,0.000644977511511,0.0049473316599,-0.0398249246942
00185,train,30.1313577574,0.107957666385,5.8579148791,0.106532742801,5.84431400018,0.0010655537462,0.0103783591796,-0.0210829162663
00186,train,4.67191620354,0.274413978804,1.26232956398,0.272727240361,1.25813699448,0.000874558949382,0.00318976023533,-0.0129204293514
00187,train,3.14495350486,0.274118293651,3.68106552994,0.276435295034,3.67618140229,0.00131181777456,0.00447862051549,-0.0201131056353
00188,train,5.99378558746,0.124477550325,2.3374974333,0.12453243715,2.33119338333,0.00102997121739,0.00887504410409,0.0153587233934
00189,train,73.8064379776,0.0976253279857,3.48872913729,0.0976582564334,3.50202830086,0.00115579512336,0.0110958999363,-0.0742988422613
00190,train,66.991401746,0.0724643755536,4.68500057033,0.0717273015502,4.66995087725,0.00125124309052,0.01844433357,0.0593094050669
00191,train,35.6468156688,0.26774362388,1.10764944914,0.265973050261,1.10990935587,0.00111448384451,0.00410648017799,0.0246728757558
00192,train,6.53320961908,0.114546430862,0.571100240459,0.114603185608,0.571936610136,0.00123125691072,0.0105307493258,-0.0233272488343
00193,train,13.4272293487,0.217178216029,4.18035786811,0.218783542434,4.18212209303,0.000867173938384,0.00425236892288,-0.0445521641536
00194,train,3.09645956755,0.123182108594,1.3313521395,0.123514507399,1.34348407871,0.0011075125407,0.00886147089926,-0.0357836891374
00195,train,11.3948172871,0.319386700891,0.447291682277,0.320623259354,0.454488695124,0.0011936464648,0.003366617023,0.0253407453169
00196,train,91.8177456927,0.677880379862,2.34294194456,0.677636118457,2.34235071515,0.000710286117061,0.000995210124625,0.0635246577221
00197,train,4.86841091022,0.251033011807,4.86587916307,0.250015065454,4.86026950251,0.00132493373986,0.0057182163295,-0.0400201760428
00198,train,81.3513374308,0.280612209594,4.81188419132,0.281302089481,4.80962475242,0.000864694373863,0.00321474156131,0.0380695426909
00199,train,3.5621643592,0.98598107292,6.11159922938,0.986567141441,6.1105885939,0.000902982922358,0.000958586853917,0.0759965673625
00200,train,3.81934627849,0.0775650292366,0.814664816758,0.0775393025374,0.791734868377,0.00113862963024,0.0144893610973,0.0280122265548
00201,train,9.80206787837,0.0685481015046,3.53325917358,0.0679804926236,3.52339960282,0.00062374965362,0.00915680752625,-0.0389208567005
00202,train,44.3138323508,0.092680878853,1.97043401156,0.0931200178972,1.95821873421,0.00124838478354,0.0116092152005,0.0899509060249
00203,train,23.9843393108,0.444306848822,4.30995187242,0.444690298678,4.30963851965,0.000818009221843,0.00165303288789,-0.045343468407
00204,train,25.921880942,0.191984645948,0.400940685301,0.19244569496,0.398955044403,0.00103548726644,0.00573226911892,-0.0834057158557
00205,train,5.32695525815,0.123077713138,4.66151746249,0.123498574155,4.64877853093,0.00133515893638,0.0109656818718,-0.0392818216769
00206,train,9.96823391439,0.366172810934,3.1028495613,0.365231857288,3.09936108847,0.00113295054382,0.00312023716335,-0.0406771053554
00207,train,6.44620060352,0.877229051519,4.30182133351,0.876210679528,4.30117487085,0.000965232760653,0.00107339845825,0.0065853577561
00208,train,8.05921068627,0.0532238235352,5.10489642416,0.0535252206753,5.10283326348,0.00111975152069,0.0218042596608,-0.036810500684
00209,train,8.40138138341,0.14744822587,4.77638568341,0.146618679012,4.77898172418,0.000828597629055,0.00537633790089,0.0722842437877
00210,train,3.37084110927,0.36274735686,3.99130989072,0.362750765487,3.98789920676,0.00123805540936,0.00351536919641,0.0244893514586
00211,train,50.5321124245,0.420227262805,0.857031008607,0.419788347743,0.85627485552,0.000584543531207,0.00147888227153,0.0078550492128
00212,train,6.72818913183,0.919384759691,2.36621821793,0.919994092316,2.36679296668,0.00114584194837,0.00125791600658,0.00077395388018
00213,train,58.3928481524,0.326202032853,4.3517434706,0.325588683875,4.35117165644,0.000792933068288,0.00246316700193,0.0355880667035
00214,train,20.0336347021,0.523591310944,0.398897434356,0.523605537006,0.395941813936,0.00113855018005,0.00197350289815,0.0328050468103
