id,P,A,phi
00113,10.1449358894,0.521490350195,1.49220273558
00114,53.88804332,0.133279821564,5.13628068316
00115,13.243172741,0.36051932907,0.403652677434
00116,47.7616378515,0.224321400984,0.897260657634
00117,12.1352629117,0.242834780182,5.81650008229
00118,15.1543248043,0.551283234778,3.77674403384
00119,61.4640802448,0.517537178629,2.70779230843
00120,6.9912049806,0.128649284952,0.414247738235
00121,5.84615719388,0.105658159778,0.419818973822
00122,50.6877955549,0.601847398261,3.52730990722
00123,92.55168312,0.949805825031,1.26344952968
00124,4.28670601693,0.0943766323436,4.55130094647
00125,30.6682055509,0.236303967465,2.17576364595
00126,26.6115153523,0.624570167367,0.1042179571
00127,50.8484823449,0.101517682257,4.79562447872
00128,11.8732475239,0.176864604556,5.92532136722
00129,16.9303695635,0.482961099093,4.84864285659
00130,14.9508381347,0.20368958397,0.107227682951
00131,32.8477631899,0.0723664278002,6.09148524545
00132,58.8618376409,0.104127489471,2.63366961287
00133,12.2724277818,0.0698336709421,2.59255847688
00134,23.6875197596,0.769444748183,4.52983259745
00135,39.4330933752,0.0994589397527,0.397533148792
00136,2.82395968234,0.111673707868,3.15289214055
00137,16.3098651714,0.550235889594,4.58675313184
00138,72.7286906622,0.171562548588,3.02364999923
00139,64.9647969626,0.0997969493439,3.91220881345
00140,3.13994852218,0.120853033681,2.80002733181
00141,6.60449549928,0.174606596263,4.65929246521
00142,67.5773693607,0.765476794763,5.24017259057
00143,84.6075386383,0.297001740735,5.73515415427
00144,27.753241618,0.329032899127,3.80825933236
00145,11.9804398735,0.183905598677,2.13033925487
00146,61.7709649854,0.874047007984,0.502464930472
00147,37.4941904912,0.275654467638,2.10743002161
00148,34.0713109744,0.0560305213253,5.0349950649
00149,17.2956248872,0.168653009882,3.49005056001
00150,8.48328091213,0.290741097886,6.11753530287
00151,28.0428529231,0.0675109641769,0.564107452429
00152,3.97049880974,0.648840189664,0.455315984663
00153,86.7913464629,0.608185867759,3.02803061879
00154,3.16264183896,0.30417925334,4.90261554719
00155,9.19158332415,0.295163140114,1.35903114545
00156,33.1800898594,0.0855036566623,3.60276749174
00157,15.9434345749,0.375959734951,3.64145162311
00158,7.85719304318,0.82930470623,0.202876808042
00159,26.8803270367,0.667861957782,2.15343332998
00160,3.4572736053,0.502904150166,5.87915266433
00161,2.66003016036,0.0643316893006,5.29267813154
00162,23.8027335522,0.31941049095,3.95856179767
00163,23.6971881021,0.0527781333578,2.86332574333
00164,3.34218675685,0.348064649514,2.21657014269
00165,32.515945836,0.054905170448,0.839754789992
00166,33.7401736874,0.0729137695397,0.387798388817
00167,4.48663296144,0.318958950606,3.52001115565
00168,22.7185496372,0.225719547658,5.95843316441
00169,30.0592189933,0.616982833056,2.64191792912
00170,5.07576736092,0.0822009506249,5.39666666841
00171,34.1356571316,0.0835109236261,2.71771177503
00172,28.0270068834,0.155782592161,4.18609329273
00173,10.3672472182,0.275753852259,1.63204138717
00174,4.0598912576,0.980227273963,4.16664993616
00175,24.3131656684,0.105384241198,1.05359229717
00176,25.789767626,0.898807057545,2.86171657889
00177,11.7505999911,0.670528811957,5.70060977402
00178,16.2181400556,0.0902892470338,1.92597449447
00179,52.4435369729,0.924339537405,4.09781034867
00180,8.02700603356,0.799419236049,5.70642086085
00181,6.83937372671,0.827687043393,4.08102965478
00182,85.5443004998,0.331796040191,2.10183990843
00183,45.9570323317,0.908609904237,0.595586504233
00184,9.59521309461,0.121532901283,5.1751028973
00185,30.1313577574,0.107957666385,5.8579148791
00186,4.67191620354,0.274413978804,1.26232956398
00187,3.14495350486,0.274118293651,3.68106552994
00188,5.99378558746,0.124477550325,2.3374974333
00189,73.8064379776,0.0976253279857,3.48872913729
00190,66.991401746,0.0724643755536,4.68500057033
00191,35.6468156688,0.26774362388,1.10764944914
00192,6.53320961908,0.114546430862,0.571100240459
00193,13.4272293487,0.217178216029,4.18035786811
00194,3.09645956755,0.123182108594,1.3313521395
00195,11.3948172871,0.319386700891,0.447291682277
00196,91.8177456927,0.677880379862,2.34294194456
00197,4.86841091022,0.251033011807,4.86587916307
00198,81.3513374308,0.280612209594,4.81188419132
00199,3.5621643592,0.98598107292,6.11159922938
00200,3.81934627849,0.0775650292366,0.814664816758
00201,9.80206787837,0.0685481015046,3.53325917358
00202,44.3138323508,0.092680878853,1.97043401156
00203,23.9843393108,0.444306848822,4.30995187242
00204,25.921880942,0.191984645948,0.400940685301
00205,5.32695525815,0.123077713138,4.66151746249
00206,9.96823391439,0.366172810934,3.1028495613
00207,6.44620060352,0.877229051519,4.30182133351
00208,8.05921068627,0.0532238235352,5.10489642416
00209,8.40138138341,0.14744822587,4.77638568341
00210,3.37084110927,0.36274735686,3.99130989072
00211,50.5321124245,0.420227262805,0.857031008607
00212,6.72818913183,0.919384759691,2.36621821793
00213,58.3928481524,0.326202032853,4.3517434706
00214,20.0336347021,0.523591310944,0.398897434356
00215,16.9649674417,0.148749491072,5.51826703672
00216,27.4063753665,0.0500365373472,5.16993297186
00217,29.9912066046,0.66653421874,5.06528193281
00218,10.3407023783,0.227864399546,4.78710570473
00219,6.40614342157,0.122144214977,4.96079245319
00220,3.30497980813,0.312428247978,2.09170384828
00221,11.9519886549,0.981367373673,6.16286869991
00222,11.6329695481,0.708316197833,4.68375463485
00223,5.38633908626,0.0909869998243,1.71219534141
00224,17.7011544731,0.340801802156,2.94518979266
00225,12.3570888651,0.052275660088,5.50660840335
00226,22.571072116,0.169357462301,1.05427033258
00227,13.0080652758,0.96810816609,5.66234485704
00228,5.76723478325,0.0665203426037,0.0535851776291
00229,10.9222006008,0.157867687164,3.43892052569
00230,27.2583452312,0.448742247228,2.12431462969
00231,92.0926349482,0.063635455603,0.730946568443
00232,59.753047895,0.0915340189064,4.05109619176
00233,37.5360727376,0.363572998915,5.16727443555
00234,3.09446319674,0.725958144174,3.41824569589
00235,28.7672257587,0.189420836848,6.09265564872
00236,16.4777340634,0.148309078765,3.17903186996
00237,28.8183367007,0.393205368503,6.27322887708
00238,15.1019775671,0.658732687224,1.68674077646
00239,81.7590074116,0.132242970014,0.662576951776
00240,86.2764554427,0.675714212641,1.72290443534
00241,71.3262500701,0.707239430072,2.86145238499
00242,21.948236634,0.113024172549,3.50720806947
00243,54.6896627834,0.209612955951,2.02666470009
00244,43.8914797979,0.854388987295,0.344746464353
00245,5.39953555226,0.0666575425311,5.09341525838
00246,35.2330063962,0.647552970982,5.05256646016
00247,22.3849135154,0.800604432182,3.41236740883
00248,41.8320962725,0.351003618037,2.19145602791
00249,65.8096829929,0.707999465673,3.03305780352
00250,13.9596198032,0.0565848110846,0.170969395972
00251,27.662035076,0.122107447516,1.65675849418
00252,48.7144159842,0.867834953922,5.10560957059
00253,15.3898304838,0.0616920720697,6.10964323731
00254,51.9942756018,0.139402092326,0.60387373892
00255,3.79591222342,0.370731328345,2.45750387003
00256,7.31489208382,0.175720105089,1.40930861693
00257,17.2501115073,0.125790008639,5.49902113425
00258,15.6627231043,0.222422758831,5.83870840663
00259,90.4777086641,0.105054881865,6.17513335998
00260,78.5663753811,0.165275597335,0.741996407351
00261,3.12933183213,0.28309718849,2.43403354321
00262,10.8353756657,0.500522244894,1.15866930956
00263,5.12738678938,0.104737055548,0.773573932184
00264,41.4469452072,0.114408007155,1.29015162658
00265,20.3581487719,0.121246026787,1.98213320626
00266,25.6616031078,0.0829356925808,0.918228482155
00267,15.4276053461,0.33026089483,1.0623041257
00268,48.7561156795,0.13474068912,1.09378111794
00269,3.77425760573,0.241299658303,4.24645878527
00270,26.2549440719,0.117222351512,6.15331650379
00271,10.5837845083,0.147908565615,4.14137925648
00272,5.73770028243,0.61859953026,2.2539232611
00273,4.58595303585,0.286212845308,2.73450163969
00274,59.5371036189,0.19656813223,2.7368089439
00275,85.949109839,0.0632100349138,1.97546569741
00276,27.7505939483,0.889228630322,0.59060014423
00277,3.21283179959,0.429400195821,1.44657951994
00278,3.57731789099,0.324883861224,0.697355622168
00279,21.5087377812,0.150024843457,0.880487017719
00280,20.4321090405,0.883369865601,2.66861950906
00281,14.5298456459,0.190611749438,3.25101259209
00282,9.09507737526,0.268939853709,0.143622218927
00283,65.68664776,0.40106772004,4.85595920998
00284,4.00379885125,0.145127165456,0.00957937422143
00285,2.9567025631,0.0780591112289,5.19082769556
00286,45.2486300647,0.0637363330469,5.34539950079
00287,9.45365462301,0.107664559095,4.3078779295
00288,10.4995313866,0.0740829588416,0.199697083407
00289,17.8433888557,0.0558293356771,0.956533508104
00290,43.5677358248,0.202581044595,4.47027247577
00291,21.1523925899,0.620081958607,5.21152915748
00292,3.00556593599,0.927542061938,6.22489175803
00293,4.82537572559,0.267338466462,2.24942415603
00294,3.52304758098,0.685331370805,1.76821113059
00295,13.025797362,0.308379344858,4.80296901416
00296,38.3902489357,0.552006508621,6.11858891651
00297,97.5713954315,0.302178409055,4.15561604175
00298,82.4013006998,0.123533486946,5.53600979619
00299,9.86043171438,0.0671770387645,5.59948637425
00300,70.762143988,0.620440345679,0.590242056836
00301,24.1376792678,0.307274815709,4.25050579313
00302,15.7897753023,0.486254417932,5.87708571748
00303,59.0094078566,0.0587330802371,4.39978044352
00304,82.5253361584,0.0565328686896,5.31611072188
00305,26.1463384216,0.648932324177,1.41969446547
00306,33.4984944022,0.532257612082,3.13638223578
00307,8.14691483888,0.384546016483,1.6278273967
00308,12.1512972397,0.0550068513719,3.40416801877
00309,44.4005954456,0.151218134694,2.50268875984
00310,8.11184508172,0.0862460040315,2.64226457645
00311,6.67166206971,0.117307175172,1.93201184672
00312,8.84008338761,0.863120915031,4.09366335736
00313,61.2105553329,0.227494390163,2.5506953325
00314,80.4439986209,0.39453740418,1.01122023055
00315,86.6250847764,0.705384336303,5.88830588165
00316,8.88263283003,0.294615925578,3.33301377696
00317,7.3931916378,0.316727791956,3.42942455403
00318,51.6696003637,0.178386753668,4.95659635254
00319,4.01241601114,0.167173837533,4.96924790151
00320,11.5159415854,0.407257340518,5.9325013218
00321,51.4332423319,0.608037269225,5.5684354656
00322,4.94666628244,0.555400020773,1.80115131201
00323,56.7684792097,0.406534406458,5.03362236608
00324,3.32022711813,0.113586733165,5.96205109632
00325,83.8405750743,0.114884604882,4.34616036629
00326,42.7608457094,0.53767523275,4.12125246459
00327,10.6621066248,0.515167192907,0.29231222155
00328,8.1169044231,0.121401579911,2.21874016894
00329,10.8351778339,0.224067354826,0.884327359281
00330,26.6865857304,0.177419137074,3.0580342027
00331,13.5614768981,0.586657026528,1.09811752573
00332,49.6295780735,0.0618240230819,2.7693078558
00333,3.27336542203,0.107798841923,4.09629179353
00334,63.6632679348,0.184920205819,0.189288022547
00335,5.41416907869,0.0738451245237,2.10094430284
00336,7.42251702313,0.604605319534,4.16948432257
00337,19.7243189259,0.489532589451,3.25352223188
00338,2.99478189823,0.544777522024,0.616434321418
00339,28.7766547056,0.0760721158419,0.189274683932
00340,5.76348339897,0.05434243998,2.56512783457
00341,8.42464245099,0.140637369082,5.16322852243
00342,31.651800126,0.106159167118,3.38660214318
00343,33.9468379463,0.519638269378,0.767564556371
00344,28.3652004036,0.942262499996,1.37669820348
00345,95.341007797,0.11060977643,0.387616224488
00346,19.3478425699,0.459919852316,1.47822237839
00347,6.91785972084,0.126841562064,3.14600481667
00348,58.6459890849,0.510961115504,3.79598315863
00349,3.70057268053,0.12937243198,3.40711303595
00350,21.8741743246,0.402560671348,1.65499184996
00351,78.9840968319,0.241302283441,3.56765833537
00352,18.3120331855,0.601426952845,3.13151019222
00353,28.1570700984,0.242185659504,1.02733151432
00354,8.40752743089,0.555197003996,0.871914814557
00355,29.3553500908,0.0618005958492,4.87052820581
00356,19.6386663054,0.192704232158,3.12994687777
00357,73.1503753326,0.0917765405325,1.80444961849
00358,5.85360092993,0.0753581226944,4.08144849358
00359,19.0804580258,0.0526917975068,5.25010717497
00360,51.0859167005,0.971833468185,2.66168630598
00361,16.965156645,0.144195184852,3.19225200117
00362,42.6148887639,0.0795833148758,2.69183321523
00363,58.0640574024,0.246630885014,0.575077194192
00364,28.551098313,0.261397663736,0.922144520936
00365,5.19772845544,0.155969893107,0.884083930534
00366,13.0358782718,0.958224201714,3.1243213782
00367,3.68610722429,0.282392021862,4.63467154512
00368,3.88300371085,0.0758514442049,3.16063375037
00369,6.35873363107,0.369307962766,3.22228394706
00370,2.84098931236,0.586916615974,4.03380344835
00371,13.8859197376,0.159281103376,1.73986290983
00372,44.4506424677,0.121748364023,1.01683284705
00373,57.3130972176,0.242019740438,5.72231317855
00374,23.914874471,0.0681290979587,3.61752462343
00375,60.0913840928,0.163089666626,2.66941048378
00376,45.5584618118,0.120251965924,4.90776444079
00377,27.1262337914,0.497259951533,4.43792666608
00378,51.7634521791,0.055624502607,5.83353776296
00379,15.1375300389,0.10811485986,2.32449344444
00380,3.70703991105,0.0553812079657,5.13692153218
00381,8.18492909291,0.183131354613,4.51434842823
00382,59.8012074609,0.514700341661,4.22543813694
00383,4.16650944065,0.663441743637,1.73132857723
00384,22.288390693,0.851202210791,1.30622120717
00385,12.4173323435,0.103507213361,3.36125731026
00386,90.8728233222,0.204753935484,0.294815259425
00387,3.79318594946,0.418656290321,1.64969239365
00388,54.4034814593,0.198596938086,4.52624897275
00389,7.58146802865,0.712134383792,4.54302944401
00390,61.3058794093,0.865528716001,6.26918456583
00391,34.7571124362,0.577086230374,0.410285137975
00392,13.8323859536,0.228514016436,0.0789837573296
00393,3.96222509231,0.215133045241,4.42343472194
00394,79.9666497648,0.127510769542,0.933726776596
00395,14.7017011338,0.251871985967,0.785114066007
00396,94.5270285528,0.0828023527265,1.78265308102
00397,13.4845381705,0.406151683022,0.443723236036
00398,32.0339191368,0.215805607647,5.35225942498
00399,82.1666403169,0.200191758814,2.09195479279
00400,37.4434193543,0.0832814237701,4.14497255448
00401,26.7526855518,0.0788752477792,4.46728776972
00402,11.6360671208,0.122437203438,6.02202771824
00403,4.38148307187,0.27486727854,5.83774921301
00404,26.700941522,0.831693208907,1.19697004297
00405,11.6754212581,0.287060837156,1.71315152872
00406,9.81675049632,0.869010064882,0.93476974566
00407,5.16566961213,0.0918724585158,3.58958075931
00408,42.7487750897,0.811965318357,5.13074380015
00409,15.2758016802,0.0529582432243,4.06865390275
00410,12.1300202461,0.568248784791,3.81659917403
00411,81.0806807896,0.716455340388,5.39928363777
00412,20.9035317984,0.068320744671,4.27381343133
00413,3.42107750797,0.611657685618,0.340236786651
00414,48.370566326,0.131357598995,0.795435102272
00415,9.89603530743,0.129235333092,2.3479937122
00416,5.72444807916,0.429184929409,2.46349543062
00417,86.9955096833,0.238052423404,6.08844247685
00418,3.92754230276,0.186022822938,0.114228179119
00419,16.6646206963,0.0813747701592,2.80326362579
00420,26.1842235512,0.445862459594,5.76790735952
00421,9.68599238721,0.927386194385,0.65509615959
00422,50.5994296316,0.397801321546,2.46253577863
00423,6.17499919739,0.228782286038,0.0740889585007
00424,21.7941944318,0.100655435252,0.688039775317
00425,85.14743771,0.467458694831,4.99052766859
00426,59.1791459271,0.0588227244736,1.20162038396
00427,18.3406550502,0.173601766282,4.86916938063
00428,3.67508025494,0.101028017783,5.97590721311
00429,18.8983952315,0.0786432996031,4.44765799795
00430,20.0469878525,0.952928733009,0.646844617186
00431,14.1605108822,0.510188535256,3.49843763742
00432,22.2992328212,0.388123433101,1.8620226727
00433,21.3389189651,0.864937424258,5.27239820011
00434,20.4119087913,0.0508396581168,2.63960041971
00435,12.3154405957,0.117083640072,4.02099414437
00436,98.1101586838,0.222604960618,4.39591971622
00437,53.5185231066,0.193576113447,3.26646405525
00438,8.48700190553,0.119453108406,5.67562561319
00439,5.16148947629,0.121338551528,2.76120027968
00440,3.09167296755,0.492735094356,2.40315564326
00441,22.4767240528,0.974430174444,3.8919717817
00442,8.00600178258,0.196743294962,1.53935287609
00443,5.18905273827,0.0794184591381,2.92360198577
00444,36.1605417558,0.804797843841,5.30879458949
00445,4.13158069415,0.245429122591,1.04245769016
00446,30.6818417003,0.567312071038,5.36042601203
00447,26.1887549078,0.397885548939,0.288878825784
00448,7.78599473994,0.0822407661053,5.29252921574
00449,46.5879949137,0.533885152888,3.30972891221
00450,38.906446804,0.290447709724,4.54248401922
00451,4.04320289264,0.127910883571,3.05345849624
00452,31.5640666968,0.126166661065,4.04710342958
00453,22.1190379767,0.863546557596,4.03313621978
00454,44.5956131522,0.0723247079405,2.31004989788
00455,4.76760884082,0.536627734928,2.14220155229
00456,18.8960091472,0.77782863035,3.15292308873
00457,51.4128282242,0.0577539661652,3.33344322271
00458,8.19319572596,0.584345370285,5.18819991563
00459,66.4839742919,0.169303443995,4.95044334514
00460,21.1481615799,0.751955771723,4.88842756803
00461,4.00009922966,0.372982099999,0.852839857927
00462,22.3030246651,0.0702486592921,4.76709400055
00463,62.2167588945,0.740037202437,1.7078954178
00464,32.6001471724,0.0532495395289,0.174971529667
00465,27.5774479305,0.056422030487,1.28070947508
00466,3.33390711888,0.0660823609399,0.236365541129
00467,12.1650084989,0.105511333782,2.59684446598
00468,38.4187412583,0.188253337176,3.54653784043
00469,5.43863036374,0.108477676088,4.00981108457
00470,41.0417190907,0.0577701492098,3.6075000385
00471,10.7404009589,0.11023793189,6.1775711917
00472,30.595993406,0.670475313153,1.31108364379
00473,37.3175257289,0.0665186271247,1.38562741616
00474,12.9566768443,0.840105574973,4.88454125033
00475,80.8824808156,0.296261012233,1.0507680198
00476,3.87919164293,0.331027223966,1.09433061198
00477,67.6760875538,0.316101125018,5.56375791929
00478,30.1277505304,0.135347150282,4.08455416483
00479,73.9389132887,0.54751152642,3.72565757659
00480,15.1846722552,0.781689880569,0.340827107606
00481,9.77090973598,0.107415279629,2.78585878659
00482,3.47966975042,0.18055121991,2.67677092329
00483,8.95057850395,0.615799873467,2.56740693928
00484,79.4937543385,0.753067992475,2.56197522564
00485,8.36908626812,0.118194084119,0.433775405526
00486,2.90399325381,0.134301051155,1.74516794818
00487,69.274182734,0.553771890195,5.76413706167
00488,67.2958189909,0.381726573199,0.227543243958
00489,33.915224118,0.190494563219,3.41891880853
00490,13.4841381973,0.765174742712,5.0370221877
00491,44.9168529851,0.165705326812,3.19035681941
00492,2.97780942923,0.372708066357,0.957070616551
00493,76.2133339394,0.238777458736,1.64843462184
00494,10.0536347262,0.465101068122,5.75620516868
00495,6.92721117492,0.457373841663,2.78404145557
00496,4.09306209159,0.224134714808,0.455316516739
00497,18.095321308,0.12902501264,0.733466902473
00498,7.72884419408,0.175726690085,2.92565243079
00499,3.55546785965,0.24723185527,4.94462273569
00500,10.5357555961,0.107552885155,1.99731051188
00501,3.13113072937,0.14160104631,3.0373871005
00502,8.23963887242,0.0576145128157,4.06482326711
00503,43.4169320935,0.556286829372,5.89905216639
00504,5.67750890145,0.350360296071,5.76352117514
00505,12.9188999081,0.20527431242,3.59111472978
00506,62.4315975034,0.415383127736,0.0971393102912
00507,37.5826534212,0.64581884114,4.41502093405
00508,9.33344575073,0.834298903309,3.97453975938
00509,19.4349240468,0.566655493145,5.89530596683
00510,12.2041292237,0.0693443625723,5.78772853869
00511,24.4632133836,0.0679529686957,0.211698913209
00512,4.76754139195,0.127385923142,4.16358629582
00513,10.3224786187,0.356719177978,6.27397538048
00514,41.2573832553,0.911134468599,3.61695247635
00515,4.00457784731,0.110013478994,3.42994113593
00516,53.3956934491,0.0988545724712,3.69264991291
00517,13.4763756396,0.302582410401,0.172144428907
00518,96.192276705,0.101885950288,6.13451414324
00519,12.8941328587,0.141363984238,3.78378980526
00520,22.4061737906,0.289466229221,2.98634356892
00521,47.1735191166,0.172589792115,6.15789322958
00522,13.6862546872,0.307877230915,1.13484699006
00523,51.9183731353,0.170900038942,6.03850969306
00524,4.92665833342,0.0580126806273,2.85108195355
00525,24.2112301172,0.348143055943,4.50651083937
00526,48.9470626566,0.709584734381,5.70134340267
00527,11.9579256982,0.474337324088,3.50883626561
00528,43.2193994759,0.187949077008,3.58271336316
00529,3.21778354114,0.287779840983,3.34069456855
00530,85.1249990521,0.143708431864,0.158385973143
00531,3.37792969135,0.291822524485,4.39390636957
00532,3.34758981806,0.155188127205,4.81739517567
00533,37.9878655274,0.166667494475,6.12727290708
00534,8.39449978675,0.146681374868,3.22038717933
00535,54.8280946023,0.268843392504,4.67632079803
00536,13.8762841981,0.155729717365,2.78610688804
00537,3.85611093425,0.966071449224,1.80236649825
00538,21.8118506571,0.139216147145,1.11980587464
00539,7.30876369782,0.115783433145,5.91342212015
00540,6.22166178264,0.613050170666,5.8915622815
00541,35.9030185767,0.335776384161,0.578949773774
00542,22.5891265582,0.235005504146,1.54285292415
00543,3.46567698838,0.116547578893,4.1657713462
00544,19.5397684102,0.104596635077,3.8245129581
00545,10.1388975109,0.059514549073,0.216062935288
00546,24.9941710317,0.079210406863,3.60131557815
00547,13.7146574778,0.506022226381,4.25182400698
00548,3.63640104592,0.116109360364,3.46849357766
00549,7.01675722562,0.358554611535,2.11938158412
00550,72.0807560516,0.119162163947,3.30140208979
00551,27.5164929751,0.254907757967,2.68700745058
00552,7.51418010925,0.540705561379,3.66756923317
00553,14.2219845125,0.584459619558,4.79911443973
00554,4.19259149824,0.0899294611863,1.28846495938
00555,17.406949272,0.0513211888638,2.27717072529
00556,80.2834214544,0.110320239238,3.80021356918
00557,69.5951490642,0.511647733776,3.36202212421
00558,15.3234292353,0.0691825400792,1.44347699234
00559,50.8574488759,0.0772191484392,5.71327956601
00560,20.2568112485,0.482755975273,2.71338329655
00561,19.4219410067,0.0986997328251,0.185664796062
00562,5.58418923139,0.506909813454,0.827838068662
00563,5.49878614709,0.277371634093,3.4336233867
00564,9.03430939739,0.368174246561,2.81996913462
00565,27.517883671,0.616934228916,0.0106383482594
00566,30.2159658394,0.519865569329,1.82245440654
00567,52.2143123355,0.850808862674,5.59095080138
00568,26.8664728967,0.0820777386269,0.109739456247
00569,36.6185022242,0.288056229891,5.33789955593
00570,3.29162216872,0.187895147701,1.6955303927
00571,4.44626592561,0.0695221325889,5.10447942799
00572,4.35152794276,0.113719749681,4.59469420368
00573,14.1021673818,0.0749322486899,5.63367424325
00574,3.20784319244,0.122393160279,4.80409722276
00575,98.054442715,0.835713468061,2.34942950311
00576,76.4220324012,0.260019386103,1.5635750251
00577,70.9128465572,0.631930853126,5.15751292118
00578,62.1605082792,0.255739825972,4.76761822141
